trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
141,False,"{'a': 0.5, 'e': 0.3236799694325367}",30,13,-7.312342600492132,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.32110085987056064}",20,0,15.442938614587074,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.31854230087321894}",20,12,-9.46771287345427,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.31600412869186245}",25,0,-9.89680723043551,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,19,-11.573632180913147,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.3109882962959281}",20,13,15.410312698170982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.3085103150663647}",25,7,-69.30986650710452,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.3060520786022707}",35,20,27.67267537031238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.30361342957567317}",20,0,16.989901488855214,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,2,28.49035068304158,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.29879427078110127}",25,19,2.7234773415046245,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2964134525853191}",30,8,-4.559315087198376,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.29405160495167837}",20,5,15.99116489266667,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2917085767211244}",25,13,-25.66564097774151,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.2893842179390506}",30,0,-98.78733022570826,"{0: 24, 1: 1, 2: 1, 3: 2, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.28707837984570167}",25,11,-72.11304697262749,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
157,False,"{'a': 0.5, 'e': 0.2847909148666525}",25,7,6.779305263098244,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2825216766033636}",20,0,-27.518458926542117,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.28027051982381157}",20,10,-7.403227989537772,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.27803730045319414}",25,10,8.356179480453175,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.27582187556470933}",25,0,21.886919236415196,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.27362410337040804}",25,9,-2.7359047997450046,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.27144384321211973}",25,9,-28.79426264410535,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.26928095555244996}",25,12,7.1974293461378664,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,14,19.98116639656003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.2650067451297589}",35,22,4.426568206750304,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.26289514881581166}",25,16,-26.25574268806138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.26080037788112365}",25,6,20.708221424316918,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.25872229825964005}",35,3,-96.57258068702632,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.2566607769535559}",20,0,-15.380774548605562,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.2546156820248037}",30,0,-32.43660777695292,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.2525868825866102}",20,14,12.351157547286054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.25057424879511875}",20,14,11.117699012249387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.24857765184107966}",25,7,23.678549745879224,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.24659696394160643}",30,0,0.33483963185289944,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.2446320583319975}",25,2,-7.683994182466854,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.24268280925762298}",25,1,22.637312025811802,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.24074909196587688}",25,10,7.634920570632346,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.23883078269819244}",20,15,10.325181919403917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,5,22.647665804144317,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.23503989812347828}",20,0,-49.37707934418712,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.2331670801985418}",30,22,9.339876120095683,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.23130918504632592}",25,3,21.41304064165417,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.22946609376090668}",25,0,17.270636841146096,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,1,-46.67138893678428,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.22582385189647586}",30,9,21.890010819797464,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.22402446821274175}",25,9,6.915396043796779,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.2222394221714404}",20,0,-24.886035562378552,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.22046859952901593}",20,7,-10.305748104325058,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.21871188695221475}",25,13,6.311324541567254,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.21696917201083235}",25,17,17.597744519802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.21524034317051757}",20,5,29.077362874708452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.2135252897856346}",30,10,32.14676781862889,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.21182390209218135}",20,13,-40.84162488112126,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,2,35.905801946011756,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.20846168908963153}",20,14,13.825899622959868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.20680064859775515}",20,9,21.864195692897926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.20515284341797715}",20,12,18.43747903596971,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.20351816809020354}",30,13,20.452478526414964,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.20189651799465538}",25,0,-15.119601429783065,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.20028778934517305}",25,5,12.92738822144176,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.19869187918257386}",25,8,27.066417218957348,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.19710868536806264}",20,5,11.960391572619331,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1955381065766949}",20,0,-14.63276138766556,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.19398004229089189}",30,15,31.39864188892876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.19243439279400748}",20,0,4.857899777249711,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.19090105916394629}",20,8,20.182710806348794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.18937994326683263}",20,6,25.36637879837162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.18787094775072993}",30,0,41.4929412084641,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.18637397603940997}",30,14,20.203922311246295,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.18488893232617234}",20,16,3.73469335419784,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.18341572156771246}",25,7,12.911516423787491,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.18195424947803895}",25,0,-109.46510646695614,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.18050442252243923}",20,12,7.329999707444959,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,0,-7.490072508205593,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.17763933359513495}",25,10,-18.05384446412192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.1762238882567611}",25,0,27.25660537450162,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.17481972130738693}",20,16,9.58003579686508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.17342674287984836}",30,23,10.693003186958798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,0,-1.3064986351926557,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.17067399569626215}",20,0,18.941026236865923,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.16931405076345518}",35,0,-6.629473466949854,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.16796494198768974}",25,7,26.305786897182646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.16662658302554365}",20,0,-5.037762762948004,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,10,19.277052792618306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.16398177260289773}",20,14,-1.0234398153126962,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.16267515187362808}",20,0,6.929976544262608,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.16137894240960493}",35,18,-54.767727646080175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.1600930612529801}",25,17,14.623962993972834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,13,-30.821444284051996,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.15755195533034191}",20,12,2.3906766621973468,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.15629656793268212}",30,8,31.086988631172083,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.15505118356871936}",35,17,-10.566309886796013,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.15381572253342926}",25,15,18.781515230620407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,12,13.219962157627121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.1513742547991911}",20,8,18.340893622970405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.15016809184547464}",20,13,14.896601634735093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.1489715397008938}",30,0,27.04939905423071,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.14778452178570287}",20,13,14.035295636372096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,19,10.376270411972001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.1454387853706157}",30,13,-23.886460268893337,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.14427991674278817}",30,3,9.703487844348002,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.14313028207887982}",30,16,22.65683056478712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.14198980780187978}",30,13,23.365352266025603,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.140858420921045}",35,13,-15.11945130730115,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.13973604902722894}",20,13,3.4172472665346083,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.13862262028824732}",20,4,18.938529096789374,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.13751806344428075}",30,4,41.535746301839644,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.13642230780331424}",20,15,-10.504772082711957,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,8,15.911950597794156,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.13425692017423285}",20,5,14.983225696420202,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.1331871496005706}",20,16,8.445767515030909,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.1321259030499441}",25,15,18.927320955323374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.13107311260221188}",25,1,18.53609969597776,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,0,-35.123580035044405,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.1289926310365194}",25,3,-5.921441940356409,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.1279648067670288}",25,5,-15.08901649038873,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.12694517228885002}",25,10,2.784873746679681,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.12593366234502845}",20,10,20.377544136475542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,17,-26.27979829974809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.12393475762836002}",25,18,0.3607277515466596,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.122947234924929}",30,16,28.123536629914074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.12196758088649925}",20,1,9.792841981630453,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.12099573281487792}",25,6,35.60438839511623,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.12003162851145673}",25,12,20.980414952779437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.11907520627323114}",20,9,6.172062858589288,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.11812640488885146}",30,16,23.925649787866696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.11718516363470523}",30,12,-5.992867888172344,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.11625142227103091}",30,16,25.893713986989262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.11532512103806251}",30,10,-10.493674387341352,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.11440620065220493}",35,23,21.492071713100753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.11349460230223983}",20,8,19.88926269514236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.11259026764556165}",20,0,-6.039374303368339,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.11169313880444368}",25,15,5.478391618587553,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.11080315836233387}",30,7,27.957667729019352,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.10992026936018012}",25,13,24.61540652633477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.10904441529278498}",20,16,7.016799438400333,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.10817554010518914}",25,17,-33.38876793570619,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.10731358818908403}",20,6,1.3146395716438721,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.1064585043792528}",25,13,23.84756403689728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.10561023395003975}",20,5,23.254067119619947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.10476872261184789}",30,17,15.879539935218698,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.10393391650766431}",25,14,20.977494532432658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.10310576220961341}",20,0,-34.85961034518118,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.10228420671553744}",30,18,19.7124132109099,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.10146919744560434}",25,14,23.43104489554105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.10066068223894266}",30,0,47.540227178810376,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.09985860935030318}",20,13,12.913651882418112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.09906292744674731}",30,21,5.26641891885071,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.09827358560436154}",25,14,20.38917072443782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.09749053330499859}",25,13,21.39714148625725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.09671372043304398}",30,4,1.6794995639914378,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.09594309727220877}",25,14,5.856161871733703,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.09517861450234763}",20,5,-8.08260486953592,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,8,32.14274368530255,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.09366787481677047}",20,0,16.4906679265563,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.0929215212131989}",25,11,-17.941441095391994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.09218111461870225}",25,19,4.15996490631474,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.09144660764700575}",20,7,19.930777102942606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,10,-2.740163227784673,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.08999510491179491}",25,3,1.06778856934947,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.08927801625161007}",30,20,19.21286861541381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.08856664141493896}",20,15,10.325101461092547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.0878609348735492}",20,13,11.09446832686774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,0,-11.622919915812659,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.08646634637465792}",30,16,5.982589439705678,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.08577737516301644}",20,10,14.554498925252592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.08509389373266411}",20,0,28.317487371420587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.08441585834055614}",20,7,-15.123949221568223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.08374322559219596}",30,16,24.431999117454165,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0830759524388581}",30,16,-19.462083244497105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.08241399617483297}",20,0,8.912127609471284,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.08175731443469375}",25,10,19.65110678713059,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.0811058651905849}",30,16,23.285572844448023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,14,13.66702891019078,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.07981849775077554}",20,8,26.461846665523375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.07918249716311948}",20,7,25.42844627294782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.07855156428230954}",25,0,36.13431305431713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.077925658728426}",25,13,20.174120649250582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,10,16.110370694505256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.0766887696879486}",25,8,17.400999520477136,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.07607770704003398}",25,8,24.77496688865836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.07547151339133784}",25,6,5.844776064657879,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.07487014994525974}",30,15,28.878738333597262,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,0,1.5659193329853773,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
